PARID,owner
0174E00161000000,city
0174E00161000100,city
0174E00162000000,city
0174E00165000000,city
0174F00076000000,city
0174K00236000000,city
0174K00273000000,city
0174K00274000000,city
0174H00293000000,city
0174H00296000000,city
0174H00046000000,city
0174H00047000000,city
0174J00102000000,city
0174F00265000000,city
0174F00267000000,city
0174F00270000000,city
0174F00271000000,city
0174L00077000000,city
0174L00083000000,city
0174H00297000000,city
0174H00303000000,city
0174J00344000000,city
0174J00345000000,city
0174J00348000000,city
0174K00040000000,city
0174K00042000000,city
0174K00043000000,city
0174K00044000000,city
0174K00045000000,city
0174K00049000000,city
0174K00050000000,city
0174G00249000000,city
0174G00251000000,city
0174G00252000000,city
0174E00172000000,city
0174K00341000A00,city
0174K00342000000,city
0174K00342000A00,city
0174K00352000000,city
0174L00017000000,city
0174E00172000300,city
0174E00173000000,city
0174E00174000A00,city
0174E00175000000,city
0174E00175000A00,city
0174E00176000000,city
0174E00177000000,city
0174F00088000000,city
0174J00243000000,city
0174J00244000000,city
0174H00312000000,city
0174H00313000000,city
0174H00314000000,city
0174H00317000000,city
0174H00325000000,city
0174F00275000000,city
0174F00276000000,city
0174F00278000000,city
0174F00282000000,city
0174F00283000000,city
0174F00285000000,city
0174L00085000000,city
0174L00086000000,city
0174L00093000000,city
0174L00100000000,city
0174J00392000000,city
0174J00393000000,city
0174J00393000A00,city
0174K00051000000,city
0174K00052000000,city
0174K00070000000,city
0174K00098000000,city
0174K00102000000,city
0125H00335000000,city
0125H00336000000,city
0174H00229000000,city
0174H00233000000,city
0174K00353000000,city
0174K00354000000,city
0174K00355000000,city
0174K00361000A00,city
0174K00361000B00,city
0174K00362000000,city
0174L00025000000,city
0174L00026000000,city
0173L00157000000,city
0173L00158000000,city
0174J00275000000,city
0174J00276000000,city
0174K00298000000,city
0174K00303000000,city
0174K00304000000,city
0174G00313000000,city
0174J00134000000,city
0173L00161000000,city
0173L00161000A00,city
0173L00163000000,city
0173L00165000000,city
0174L00122000000,city
0174L00124000000,city
0174H00239000000,city
0174H00386000000,city
0174H00387000000,city
0174K00111000000,city
0174K00115000000,city
0174L00033000000,city
0174L00034000000,city
0174H00243000000,city
0174J00279000000,city
0174J00282000000,city
0174J00283000000,city
0174J00283000A00,city
0174K00013000000,city
0174H00114000000,city
0173N00023000000,city
0173N00028000000,city
0173N00029000000,city
0174J00298000000,city
0174J00299000000,city
0174K00306000000,city
0174K00309000000,city
0174K00311000000,city
0174K00312000000,city
0174K00315000000,city
0174K00320000000,city
0174J00005000000,city
0174E00122000000,city
0173N00030000000,city
0173N00031000000,city
0173N00032000000,city
0173N00034000000,city
0173N00036000000,city
0174K00119000000,city
0174K00121000000,city
0174K00130000000,city
0174L00140000000,city
0174L00141000000,city
0174L00142000000,city
0174L00143000000,city
0174L00144000000,city
0174L00145000000,city
0174L00159000000,city
0174K00019000000,city
0174K00022000000,city
0174K00023000000,city
0174K00025000000,city
0174K00026000000,city
0174K00027000000,city
0174F00055000000,city
0174F00239000000,city
0174F00245000000,city
0174K00131000000,city
0174K00132000000,city
0174K00133000000,city
0174L00044000000,city
0174L00050000000,city
0174L00059000000,city
0174H00260000000,city
0174H00261000000,city
0174H00262000000,city
0174J00308000000,city
0174K00387000000,city
0174K00389000000,city
0174H00018000000,city
0174H00020000000,city
0174H00021000000,city
0174G00179000000,city
0174G00180000000,city
0174G00182000000,city
0174E00136000000,city
0174H00127000000,city
0174H00133000000,city
0174H00135000000,city
0174H00137000000,city
0174H00138000000,city
0174J00323000000,city
0174K00324000000,city
0174K00325000000,city
0174K00326000000,city
0174K00328000B00,city
0174H00022000A00,city
0174H00029000000,city
0174J00023000000,city
0174J00024000000,city
0174J00026000000,city
0174E00137000000,city
0174E00139000000,city
0174E00140000000,city
0174E00141000000,city
0174E00142000000,city
0174E00151000000,city
0174E00154000000,city
0174E00156000000,city
0174H00269000000,city
0174K00029000000,city
0174F00249000000,city
0174F00261000000,city
0174F00262000000,city
0174H00274000000,city
0174H00276000000,city
0174H00283000000,city
0174J00327000A00,city
0174J00327000B00,city
0174J00337000000,city
0174J00338000000,city
0174J00339000000,city
0174L00001000000,city
0174L00003000000,city
0174H00033000000,city
0174H00040000000,city
0174H00041000000,city
0174H00042000000,city
0174H00043000000,city
0174E00157000000,city
0174E00158000000,city
0174E00158000A00,city
0174J00340000000,city
0174J00341000000,city
0174J00342000000,city
0174K00337000000,city
0174K00341000000,city
0173R00041000000,city
0173R00043000000,city
0173R00044000000,city
0173R00045000000,city
0173N00299000000,city
0125H00149000000,city
0125H00150000000,city
0125H00151000000,city
0125H00164000000,city
0125H00166000000,city
0125H00167000000,city
0125H00168000000,city
0173R00046000000,city
0174B00291000000,city
0174A00036000000,city
0173N00285000000,city
0174C00196000000,city
0125S00150000000,city
0173L00017000000,city
0174A00233000000,city
0174A00235000000,city
0174A00237000000,city
0174B00110000000,city
0125D00069000000,city
0125M00173000000,city
0125M00175000000,city
0125H00168000A00,city
0173L00143000000,city
0173L00147000000,city
0173L00155000000,city
0173L00156000000,city
0173N00307000000,city
0125H00169000000,city
0125H00170000000,city
0125H00177000000,city
0174B00038000000,city
0174B00039000000,city
0174B00303000000,city
0174B00306000000,city
0174B00308000000,city
0125D00071000000,city
0125D00071000100,city
0125D00071000200,city
0125D00071000300,city
0125D00077000000,city
0125D00078000100,city
0125D00079000000,city
0174A00260000000,city
0174A00261000000,city
0174A00263000000,city
0174A00265000000,city
0125D00080000000,city
0125D00081000000,city
0125M00180000000,city
0173N00366000000,city
0173N00369000000,city
0173N00373000000,city
0125H00183000000,city
0125H00184000000,city
0125H00184000100,city
0125H00185000000,city
0125H00189000000,city
0174A00190000000,city
0174A00191000000,city
0174B00042000000,city
0174B00044000000,city
0174B00051000000,city
0174B00052000000,city
0174B00054000000,city
0174A00050000000,city
0174A00267000000,city
0125D00082000000,city
0125D00087000000,city
0125D00088000000,city
0125D00095000000,city
0125D00096000000,city
0125D00097000000,city
0173L00060000000,city
0173N00377000000,city
0173K00219000000,city
0173K00220000000,city
0173K00221000000,city
0173P00179000000,city
0173P00215000000,city
0125H00191000A00,city
0173P00194000000,city
0174A00191000A00,city
0174A00197000000,city
0173K00262000000,city
0173K00263000000,city
0173K00264000000,city
0125H00203000000,city
0125H00204000000,city
0125D00099000000,city
0125D00101000000,city
0125D00102000000,city
0125D00106000000,city
0125D00109000000,city
0125D00110000000,city
0174A00001000000,city
0173N00160000000,city
0173R00109000000,city
0173K00265000000,city
0173K00276000000,city
0173K00278000000,city
0173K00279000000,city
0125H00236000000,city
0174A00213000000,city
0125M00025000000,city
0125M00026000000,city
0173K00285000000,city
0173K00287000000,city
0173K00289000000,city
0173K00290000000,city
0173K00294000000,city
0173K00295000000,city
0125H00241000000,city
0125H00243000000,city
0174B00092000000,city
0173P00088000000,city
0125D00115000000,city
0125D00115000A00,city
0125D00115000B00,city
0125H00142000000,city
0125H00144000000,city
0174B00279000000,city
0173N00170000100,city
0174B00007000000,city
0125S00029000000,city
0173K00297000000,city
0173K00370000000,city
0173R00039000000,city
0173R00040000000,city
0174A00219000000,city
0174A00220000000,city
0174A00227000000,city
0174A00231000000,city
0174C00193000000,city
0125M00083000000,city
0173L00008000000,city
0173N00200000000,city
0173N00202000000,city
0174L00329000000,city
0174M00309000A00,city
0174M00310000000,city
0175A00043000000,city
0174P00031000000,city
0174P00034000000,city
0174P00036000000,city
0174P00038000000,city
0174P00366000000,city
0174P00367000000,city
0174P00141000000,city
0174P00153000000,city
0174N00292000000,city
0175C00091000000,city
0175C00096000000,city
0175C00099000000,city
0174P00368000000,city
0174P00374000000,city
0174P00383000000,city
0174M00213000000,city
0174M00215000000,city
0174N00224000000,city
0174P00276000000,city
0174P00280000000,city
0174P00281000000,city
0174P00282000000,city
0174P00283000000,city
0174P00287000000,city
0174L00338000000,city
0174R00143000000,city
0174S00095000000,city
0174M00073000000,city
0174P00039000000,city
0174N00229000000,city
0174P00165000000,city
0174L00339000000,city
0174L00341000000,city
0174L00348000000,city
0174M00334000000,city
0174S00115000000,city
0175B00032000000,city
0174P00040000000,city
0174P00171000000,city
0174L00263000000,city
0174M00336000000,city
0175B00039000000,city
0174L00181000000,city
0174M00079000000,city
0174M00085000000,city
0174M00087000000,city
0174M00255000A00,city
0174S00362000A00,city
0175C00020000000,city
0174R00180000000,city
0174R00182000000,city
0174R00191000A00,city
0174R00191000B00,city
0174R00191000C00,city
0174L00500000000,city
0174M00151000000,city
0174N00153000000,city
0174N00153000100,city
0174N00155000000,city
0174N00156000000,city
0174P00172000000,city
0174P00173000000,city
0174P00176000000,city
0174P00179000000,city
0175C00021000000,city
0175C00028000000,city
0174R00049000000,city
0174R00050000000,city
0174R00067000000,city
0174L00186000000,city
0174L00187000000,city
0174L00190000000,city
0174L00190000A00,city
0174L00191000000,city
0174M00258000000,city
0174M00259000000,city
0174S00016000000,city
0174M00388000000,city
0174L00194000000,city
0174L00195000A00,city
0174L00196000000,city
0174M00159000000,city
0174M00162000000,city
0174M00266000000,city
0174M00269000000,city
0174M00273000000,city
0174M00274000000,city
0175C00032000000,city
0174P00184000000,city
0174P00191000000,city
0174P00192000000,city
0174P00193000000,city
0175C00042000000,city
0175C00043000000,city
0175C00044000000,city
0174R00084000000,city
0174R00085000000,city
0174R00086000000,city
0174M00025000000,city
0174M00390000000,city
0174M00393000000,city
0174M00395000000,city
0174M00396000000,city
0174P00098000000,city
0174L00197000000,city
0174L00199000000,city
0174L00201000000,city
0174L00202000000,city
0174L00204000000,city
0174L00206000000,city
0174L00207000000,city
0174M00276000000,city
0174M00277000000,city
0174M00278000000,city
0174M00281000000,city
0174S00031000000,city
0174S00034000000,city
0174S00035000000,city
0174N00328000000,city
0174L00208000000,city
0174M00175000000,city
0174M00182000000,city
0174M00285000000,city
0174M00289000000,city
0174M00291000000,city
0174N00262000000,city
0174P00336000000,city
0174P00337000000,city
0174P00337000A00,city
0174P00337000B00,city
0174P00338000000,city
0174P00340000000,city
0174M00038000000,city
0174P00099000000,city
0174N00275000000,city
0174P00199000000,city
0175C00052000000,city
0175C00053000000,city
0174R00107000000,city
0174R00107000100,city
0174R00107000A00,city
0174N00080000000,city
0174N00081000000,city
0174N00085000000,city
0174N00086000000,city
0174P00123000000,city
0174L00210000000,city
0174L00246000000,city
0174M00301000000,city
0174M00302000001,city
0174M00303000000,city
0174S00042000000,city
0174S00047000000,city
0174S00068000000,city
0174S00069000000,city
0174P00015000001,city
0174P00016000000,city
0174P00021000000,city
0174P00022000000,city
0174P00024000000,city
0174M00188000000,city
0174M00190000000,city
0174N00278000000,city
0174N00279000A00,city
0175A00042000000,city
0174P00344000000,city
0174P00357000000,city
0174P00358000000,city
0174P00359000000,city
0174P00360000000,city
0174P00361000000,city
0174P00362000000,city
0174M00054000000,city
0174N00213000000,city
0174P00137000000,city
0174P00223000000,city
0174P00259000000,city
0174P00260000000,city
0174P00261000000,city
0174P00273000000,city
0174P00275000000,city
0174R00108000000,city
0174R00139000000,city
0174R00140000000,city
0174R00351000000,city
0174R00352000000,city
0174R00356000000,city
0174R00364000000,city
0174E00252000000,city
0174E00256000000,city
0174F00206000000,city
0175B00148000000,city
0175B00149000000,city
0175B00152000000,city
0174S00344000000,city
0174F00144000000,city
0174F00150000000,city
0174E00086000000,city
0175C00233000000,city
0175C00234000000,city
0175C00235000A00,city
0175C00236000000,city
0174R00238000000,city
0175C00008000000,city
0175C00013000000,city
0175C00015000000,city
0174G00022000000,city
0174E00019000000,city
0174E00026000000,city
0174F00031000000,city
0174S00188000000,city
0174R00374000000,city
0174R00375000000,city
0174R00376000000,city
0174R00381000000,city
0174R00383000000,city
0174R00385000000,city
0174E00261000000,city
0174E00262000000,city
0174E00263000000,city
0174E00264000000,city
0174E00265000000,city
0174E00267000000,city
0174E00268000000,city
0174E00269000000,city
0174E00270000000,city
0174G00159000000,city
0175B00173000000,city
0174G00256000000,city
0174E00186000000,city
0174E00187000000,city
0174E00189000000,city
0174E00189000100,city
0174E00189000200,city
0174E00095000000,city
0174E00107000000,city
0175C00255000000,city
0175C00274000000,city
0174R00298000000,city
0174E00189000300,city
0174E00192000000,city
0174E00198000000,city
0174F00093000000,city
0174E00034000000,city
0174E00036000000,city
0174E00037000000,city
0174F00044000000,city
0174F00046000000,city
0174F00046000A00,city
0174R00298000A00,city
0174F00296000000,city
0174E00271000000,city
0174E00274000000,city
0174E00275000000,city
0174E00276000000,city
0174E00277000000,city
0174E00278000000,city
0174E00281000000,city
0174E00282000000,city
0174E00284000000,city
0174E00286000000,city
0174F00232000000,city
0174G00170000000,city
0175C00278000000,city
0175C00280000000,city
0174C00137000000,city
0174C00140000000,city
0174E00199000000,city
0174E00199000A00,city
0174E00200000000,city
0174E00201000000,city
0174F00167000000,city
0174F00172000000,city
0174F00174000000,city
0174E00114000000,city
0174E00115000000,city
0174E00117000000,city
0175B00051000000,city
0175B00052000000,city
0175B00053000000,city
0174R00309000000,city
0174R00309000B00,city
0174R00309000C00,city
0174E00208000000,city
